ProbeR	  Phi_acc
6.610	   0.0000000000
6.620	   0.0000000000
6.630	   0.0000000000
6.640	   0.0000000000
6.650	   0.0000000000
6.660	   0.0000000000
6.670	   0.0000000000
6.680	   0.0000000000
6.690	   0.0000000000
6.700	   0.0000000000
6.710	   0.0000000000
6.720	   0.0000000000
6.730	   0.0000000000
6.740	   0.0000000000
6.750	   0.0000000000
6.760	   0.0000000000
6.770	   0.0000000000
6.780	   0.0000000000
6.790	   0.0000000000
6.800	   0.0000000000
6.810	   0.0000000000
6.820	   0.0000000000
6.830	   0.0000000000
6.840	   0.0000000000
6.850	   0.0000000000
6.860	   0.0000000000
6.870	   0.0000000000
6.880	   0.0000000000
6.890	   0.0000000000
6.900	   0.0000000000
6.910	   0.0000000000
6.920	   0.0000000000
6.930	   0.0000000000
6.940	   0.0000000000
6.950	   0.0000000000
6.960	   0.0000000000
6.970	   0.0000000000
6.980	   0.0000000000
6.990	   0.0000000000
7.000	   0.0000000000
